_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,result1,result2,result1_gold,result2_gold,sentence
940085235,4/25/2016 18:36:54,1968595685,4/25/2016 18:35:41,FALSE,personaly,1,33663352,ARG,1,Mar Del Plata,181.168.213.227,Pashto is considered the fourth spoken language in space,he made a telephone call to Afghanistan,,,"	<b><font color=""purple"">Pashto</font></b> is considered the fourth spoken language in space after he made a telephone call to <b><font color=""purple"">Afghanistan</font></b>.	"
940085235,4/25/2016 18:38:38,1968596533,4/25/2016 18:37:22,FALSE,instagc,1,27753923,GBR,F2,Gosport,82.27.224.254,Pashto is a language that was spoken in space to Afghanistan.,Language and country.,,,"	<b><font color=""purple"">Pashto</font></b> is considered the fourth spoken language in space after he made a telephone call to <b><font color=""purple"">Afghanistan</font></b>.	"
940085235,4/25/2016 18:40:47,1968597640,4/25/2016 18:37:33,FALSE,clixsense,1,32333751,IND,7,Delhi,110.235.25.81,Pashto is the fourth spoken language in space after a call to Afghanistan.,Call.,,,"	<b><font color=""purple"">Pashto</font></b> is considered the fourth spoken language in space after he made a telephone call to <b><font color=""purple"">Afghanistan</font></b>.	"
940085235,4/25/2016 18:44:00,1968599399,4/25/2016 18:40:44,FALSE,neodev,1,36078437,ITA,16,Florence,151.41.89.219,Pashto made a telephone call to Afghanistan.,"Pashto, Afganisthan",,,"	<b><font color=""purple"">Pashto</font></b> is considered the fourth spoken language in space after he made a telephone call to <b><font color=""purple"">Afghanistan</font></b>.	"
940085235,4/25/2016 18:44:05,1968599457,4/25/2016 18:40:07,FALSE,prodege,1,22387641,USA,PA,Jeannette,208.94.42.131,Pashto is now the fourth most spoken language in space since a call was made to Afganistan.,Pashto is an Afghanistan language.,,,"	<b><font color=""purple"">Pashto</font></b> is considered the fourth spoken language in space after he made a telephone call to <b><font color=""purple"">Afghanistan</font></b>.	"
940085235,4/25/2016 18:48:52,1968601789,4/25/2016 18:40:45,FALSE,clixsense,1,32966420,BIH,2,Doboj,31.223.135.198,Pashto is considered after he made a telephone call to Afghanistan,Pashto Afghanistan,,,"	<b><font color=""purple"">Pashto</font></b> is considered the fourth spoken language in space after he made a telephone call to <b><font color=""purple"">Afghanistan</font></b>.	"
940085235,4/25/2016 18:54:12,1968604450,4/25/2016 18:49:56,FALSE,tremorgames,1,32635967,LTU,60,Panevezys,78.63.38.165,Pashto is considered the fourth spoken language after he made a call to Afghanistan,"selected by, part of",,,"	<b><font color=""purple"">Pashto</font></b> is considered the fourth spoken language in space after he made a telephone call to <b><font color=""purple"">Afghanistan</font></b>.	"
940085235,4/25/2016 18:54:20,1968604508,4/25/2016 18:41:02,FALSE,neodev,1,37350464,SVK,4,Nitra,178.18.69.5,Pashto call to Afghanistan,call,,,"	<b><font color=""purple"">Pashto</font></b> is considered the fourth spoken language in space after he made a telephone call to <b><font color=""purple"">Afghanistan</font></b>.	"
940085235,4/25/2016 19:02:07,1968609339,4/25/2016 18:49:13,FALSE,neodev,1,37429375,COL,4,Soledad,186.121.31.67,Pashto is  the fourth spoken language in space after he made a telephone call to Afghanistan,considered,,,"	<b><font color=""purple"">Pashto</font></b> is considered the fourth spoken language in space after he made a telephone call to <b><font color=""purple"">Afghanistan</font></b>.	"
940085235,4/25/2016 19:18:48,1968621841,4/25/2016 19:11:05,FALSE,clixsense,1,30844171,MYS,14,Kuala Lumpur,183.171.28.64,he called afghanistan and made pashto the fourth language spoken in space.,language spoken,,,"	<b><font color=""purple"">Pashto</font></b> is considered the fourth spoken language in space after he made a telephone call to <b><font color=""purple"">Afghanistan</font></b>.	"
940085235,4/25/2016 19:25:37,1968625510,4/25/2016 19:19:48,FALSE,clixsense,1,35444326,BRA,7,BrasÌÎÌ_ÌÎ_ÌÎÌ___lia,177.15.130.106,Pashto is the fourth spoken language in space after he made a call to Afghanistan.,to,,,"	<b><font color=""purple"">Pashto</font></b> is considered the fourth spoken language in space after he made a telephone call to <b><font color=""purple"">Afghanistan</font></b>.	"
940085235,4/25/2016 19:29:45,1968627596,4/25/2016 19:23:47,FALSE,neodev,1,18857656,ROU,9,Brasov,79.116.250.1,Pashto is the fourth spoken language in space after he made a phone call to Afghanistan.,part of,,,"	<b><font color=""purple"">Pashto</font></b> is considered the fourth spoken language in space after he made a telephone call to <b><font color=""purple"">Afghanistan</font></b>.	"
940085235,4/25/2016 19:41:56,1968633560,4/25/2016 19:36:09,FALSE,instagc,1,31860859,TUR,68,Ankara,88.232.136.110,Pashto is he fourth spoken language in space after he made a telephone call to Afghanistan.,a language of a country,,,"	<b><font color=""purple"">Pashto</font></b> is considered the fourth spoken language in space after he made a telephone call to <b><font color=""purple"">Afghanistan</font></b>.	"
940085235,4/25/2016 19:52:39,1968638669,4/25/2016 19:27:47,FALSE,neodev,1,29879245,RUS,69,Smolensk,95.29.69.62,Pashto made a telephone call to Afghanistan,call,,,"	<b><font color=""purple"">Pashto</font></b> is considered the fourth spoken language in space after he made a telephone call to <b><font color=""purple"">Afghanistan</font></b>.	"
940085235,4/25/2016 20:31:38,1968656275,4/25/2016 20:29:55,FALSE,neodev,1,36909744,EGY,,,45.246.88.82,is considered the fourth spoken language in space after he made a telephone call to,is considered the fourth spoken language in space after he made a telephone call to,,,"	<b><font color=""purple"">Pashto</font></b> is considered the fourth spoken language in space after he made a telephone call to <b><font color=""purple"">Afghanistan</font></b>.	"
940085235,4/25/2016 20:58:01,1968669420,4/25/2016 20:56:26,FALSE,clixsense,1,34805760,BGR,65,Yambol,87.121.119.118,Pashto is considered the fourth spoken language after he made a telephone call to Afghanistan.,selected,,,"	<b><font color=""purple"">Pashto</font></b> is considered the fourth spoken language in space after he made a telephone call to <b><font color=""purple"">Afghanistan</font></b>.	"
940085236,4/25/2016 18:29:28,1968592615,4/25/2016 18:27:05,FALSE,clixsense,1,32765058,IND,25,Chennai,163.47.13.172,Momand was born on 1 January 1959 in Sardah.,Some words have been removed.,,,"	Momand was born on 1 January 1959 in <b><font color=""purple"">Sardah</font></b>, in <b><font color=""purple"">the Ghazni Province</font></b> of <b><font color=""purple"">Afghanistan</font></b>.	"
940085236,4/25/2016 18:35:00,1968594925,4/25/2016 18:31:03,FALSE,neodev,1,31330295,EGY,,,45.244.206.134,"Momand was born on 1 January 1959 in Sardah, in the Ghazni Province of Afghanistan.",a place in afghanistan where momand was born,,,"	Momand was born on 1 January 1959 in <b><font color=""purple"">Sardah</font></b>, in <b><font color=""purple"">the Ghazni Province</font></b> of <b><font color=""purple"">Afghanistan</font></b>.	"
940085236,4/25/2016 18:35:08,1968594959,4/25/2016 18:32:05,FALSE,clixsense,1,31519358,ITA,15,Rometta,2.38.147.33,Momand was born on 1 January 1959 in Sardah,country,,,"	Momand was born on 1 January 1959 in <b><font color=""purple"">Sardah</font></b>, in <b><font color=""purple"">the Ghazni Province</font></b> of <b><font color=""purple"">Afghanistan</font></b>.	"
940085236,4/25/2016 18:35:40,1968595179,4/25/2016 18:34:28,FALSE,personaly,1,33663352,ARG,1,Mar Del Plata,181.168.213.227,Momand was born on 1 January 1959 in Sardah,Ghazni Province of Afghanistan,,,"	Momand was born on 1 January 1959 in <b><font color=""purple"">Sardah</font></b>, in <b><font color=""purple"">the Ghazni Province</font></b> of <b><font color=""purple"">Afghanistan</font></b>.	"
940085236,4/25/2016 18:37:21,1968595876,4/25/2016 18:34:27,FALSE,instagc,1,27753923,GBR,F2,Gosport,82.27.224.254,"Momand, born in Sardah, the Ghazni Province of Afghanistan, 1st January 1959",The place is a town in a city in a country.,,,"	Momand was born on 1 January 1959 in <b><font color=""purple"">Sardah</font></b>, in <b><font color=""purple"">the Ghazni Province</font></b> of <b><font color=""purple"">Afghanistan</font></b>.	"
940085236,4/25/2016 18:37:31,1968596003,4/25/2016 18:32:46,FALSE,clixsense,1,32333751,IND,7,Delhi,110.235.25.81,"Momand was born in Sardah, in the Ghazni Province of Afghanistan.",Born.,,,"	Momand was born on 1 January 1959 in <b><font color=""purple"">Sardah</font></b>, in <b><font color=""purple"">the Ghazni Province</font></b> of <b><font color=""purple"">Afghanistan</font></b>.	"
940085236,4/25/2016 18:40:43,1968597589,4/25/2016 18:33:16,FALSE,neodev,1,36078437,ITA,16,Florence,151.41.89.219,"Momand was born in Sardah, in the Ghazni Provice of Afghanistan.","It'is a place.  Sardah, the Ghasni Province of Afganisthan",,,"	Momand was born on 1 January 1959 in <b><font color=""purple"">Sardah</font></b>, in <b><font color=""purple"">the Ghazni Province</font></b> of <b><font color=""purple"">Afghanistan</font></b>.	"
940085236,4/25/2016 18:40:44,1968597604,4/25/2016 18:33:56,FALSE,clixsense,1,32966420,BIH,2,Doboj,31.223.135.198,Monand was born 1959 in Sardah in the Ghazni Province of Afghanistan,Sardah the Ghazni Province Afghanistan,,,"	Momand was born on 1 January 1959 in <b><font color=""purple"">Sardah</font></b>, in <b><font color=""purple"">the Ghazni Province</font></b> of <b><font color=""purple"">Afghanistan</font></b>.	"
940085236,4/25/2016 18:50:31,1968602495,4/25/2016 18:30:05,FALSE,instagc,1,31860859,TUR,68,Ankara,88.232.136.110,Momand was born on 1 January 1959 in Sardah.,where he was born,,,"	Momand was born on 1 January 1959 in <b><font color=""purple"">Sardah</font></b>, in <b><font color=""purple"">the Ghazni Province</font></b> of <b><font color=""purple"">Afghanistan</font></b>.	"
940085236,4/25/2016 18:53:41,1968604040,4/25/2016 18:35:16,FALSE,clixsense,1,21151345,IND,2,Hyderabad,183.83.216.27,"momand was born on 1 january in sardah, in the ghazni province of afghanistan.","in,in,of",,,"	Momand was born on 1 January 1959 in <b><font color=""purple"">Sardah</font></b>, in <b><font color=""purple"">the Ghazni Province</font></b> of <b><font color=""purple"">Afghanistan</font></b>.	"
940085236,4/25/2016 18:54:23,1968604543,4/25/2016 18:33:12,FALSE,clixsense,1,30844171,MYS,14,Kuala Lumpur,183.171.28.64,"Momand born in Sardah,Ghazni province,Afghanistan.",place of birth,,,"	Momand was born on 1 January 1959 in <b><font color=""purple"">Sardah</font></b>, in <b><font color=""purple"">the Ghazni Province</font></b> of <b><font color=""purple"">Afghanistan</font></b>.	"
940085237,4/25/2016 18:29:28,1968592619,4/25/2016 18:27:05,FALSE,clixsense,1,32765058,IND,25,Chennai,163.47.13.172,He served in the Afghan Air Force and trained in the Soviet Union as a pilot and a professional astronaut.,Some words have been removed.,,,"	<b><font color=""purple"">He</font></b> served in the Afghan Air Force (AAF) and later trained in the Soviet Union as a pilot and a professional <b><font color=""purple"">astronaut</font></b>.	"
940085237,4/25/2016 18:35:00,1968594920,4/25/2016 18:31:03,FALSE,neodev,1,31330295,EGY,,,45.244.206.134,He served in the Afghan Air Force (AAF) and later trained in the Soviet Union as a pilot and a professional astronaut.,Afghan Air Force,,,"	<b><font color=""purple"">He</font></b> served in the Afghan Air Force (AAF) and later trained in the Soviet Union as a pilot and a professional <b><font color=""purple"">astronaut</font></b>.	"
940085237,4/25/2016 18:35:08,1968594964,4/25/2016 18:32:05,FALSE,clixsense,1,31519358,ITA,15,Rometta,2.38.147.33,He served in the Afghan Air Force,profession,,,"	<b><font color=""purple"">He</font></b> served in the Afghan Air Force (AAF) and later trained in the Soviet Union as a pilot and a professional <b><font color=""purple"">astronaut</font></b>.	"
940085237,4/25/2016 18:35:40,1968595182,4/25/2016 18:34:28,FALSE,personaly,1,33663352,ARG,1,Mar Del Plata,181.168.213.227,He served in the Afghan Air Force,he was astronaut,,,"	<b><font color=""purple"">He</font></b> served in the Afghan Air Force (AAF) and later trained in the Soviet Union as a pilot and a professional <b><font color=""purple"">astronaut</font></b>.	"
940085237,4/25/2016 18:37:21,1968595869,4/25/2016 18:34:27,FALSE,instagc,1,27753923,GBR,F2,Gosport,82.27.224.254,"Before becoming a professional pilot, he served in the Afghan Air force and later trained in the Soviet Union.",The man and his job,,,"	<b><font color=""purple"">He</font></b> served in the Afghan Air Force (AAF) and later trained in the Soviet Union as a pilot and a professional <b><font color=""purple"">astronaut</font></b>.	"
940085237,4/25/2016 18:37:31,1968596004,4/25/2016 18:32:46,FALSE,clixsense,1,32333751,IND,7,Delhi,110.235.25.81,He served in the AAF and trained as a professional astronaut.,served.,,,"	<b><font color=""purple"">He</font></b> served in the Afghan Air Force (AAF) and later trained in the Soviet Union as a pilot and a professional <b><font color=""purple"">astronaut</font></b>.	"
940085237,4/25/2016 18:40:43,1968597588,4/25/2016 18:33:16,FALSE,neodev,1,36078437,ITA,16,Florence,151.41.89.219,He is a pilot and professional astronuat.,He and astronaut,,,"	<b><font color=""purple"">He</font></b> served in the Afghan Air Force (AAF) and later trained in the Soviet Union as a pilot and a professional <b><font color=""purple"">astronaut</font></b>.	"
940085237,4/25/2016 18:40:44,1968597603,4/25/2016 18:33:56,FALSE,clixsense,1,32966420,BIH,2,Doboj,31.223.135.198,He trained in the Soviet Union as a pilot and a astronaut,He astronaut,,,"	<b><font color=""purple"">He</font></b> served in the Afghan Air Force (AAF) and later trained in the Soviet Union as a pilot and a professional <b><font color=""purple"">astronaut</font></b>.	"
940085237,4/25/2016 18:50:31,1968602502,4/25/2016 18:30:05,FALSE,instagc,1,31860859,TUR,68,Ankara,88.232.136.110,He served in the Afghan Air Force and later trained in the Soviet Union as a pilot and a professional astronaut.,his profession,,,"	<b><font color=""purple"">He</font></b> served in the Afghan Air Force (AAF) and later trained in the Soviet Union as a pilot and a professional <b><font color=""purple"">astronaut</font></b>.	"
940085237,4/25/2016 18:53:41,1968604035,4/25/2016 18:35:16,FALSE,clixsense,1,21151345,IND,2,Hyderabad,183.83.216.27,he served in the afghan air force and later trained as a professional atronaut.,as,,,"	<b><font color=""purple"">He</font></b> served in the Afghan Air Force (AAF) and later trained in the Soviet Union as a pilot and a professional <b><font color=""purple"">astronaut</font></b>.	"
940085237,4/25/2016 18:54:23,1968604549,4/25/2016 18:33:12,FALSE,clixsense,1,30844171,MYS,14,Kuala Lumpur,183.171.28.64,He is a professional astronaut.,profession,,,"	<b><font color=""purple"">He</font></b> served in the Afghan Air Force (AAF) and later trained in the Soviet Union as a pilot and a professional <b><font color=""purple"">astronaut</font></b>.	"
940085238,4/25/2016 18:34:23,1968594630,4/25/2016 18:31:18,FALSE,clixsense,1,32765058,IND,25,Chennai,163.47.13.172,"With Vladimir Lyakhov and Valery Polyakov, Momand was part of the Soyuz TM-6, which launched at 04:23 GMT August 29, 1988",Some words have been removed.,,,"	Along with Commander <b><font color=""purple"">Vladimir Lyakhov</font></b> and Flight Engineer <b><font color=""purple"">Valery Polyakov</font></b>, Momand was part of the <b><font color=""purple"">Soyuz TM-6</font></b> three-man crew, which launched at 04:23 GMT August 29, 1988.	"
940085238,4/25/2016 18:38:08,1968596304,4/25/2016 18:36:56,FALSE,personaly,1,33663352,ARG,1,Mar Del Plata,181.168.213.227,Momand was part of the Soyuz TM-6 three-man crew,Vladimir Lyakhov and Flight Engineer Valery Polyakov,,,"	Along with Commander <b><font color=""purple"">Vladimir Lyakhov</font></b> and Flight Engineer <b><font color=""purple"">Valery Polyakov</font></b>, Momand was part of the <b><font color=""purple"">Soyuz TM-6</font></b> three-man crew, which launched at 04:23 GMT August 29, 1988.	"
940085238,4/25/2016 18:39:56,1968597172,4/25/2016 18:38:39,FALSE,instagc,1,27753923,GBR,F2,Gosport,82.27.224.254,Vladimir Lyakhov and Valery Polyakov were part of a three-man crew aboard Soyuz TM-6/,crew of the Soyuz TM-6,,,"	Along with Commander <b><font color=""purple"">Vladimir Lyakhov</font></b> and Flight Engineer <b><font color=""purple"">Valery Polyakov</font></b>, Momand was part of the <b><font color=""purple"">Soyuz TM-6</font></b> three-man crew, which launched at 04:23 GMT August 29, 1988.	"
940085238,4/25/2016 18:44:00,1968599391,4/25/2016 18:40:49,FALSE,clixsense,1,32333751,IND,7,Delhi,110.235.25.81,Momand was part of the Soyuz TM-6 three-man crew Along with Commander Vladimir Lyakhov and Flight Engineer Valery Polyakov.,part of.,,,"	Along with Commander <b><font color=""purple"">Vladimir Lyakhov</font></b> and Flight Engineer <b><font color=""purple"">Valery Polyakov</font></b>, Momand was part of the <b><font color=""purple"">Soyuz TM-6</font></b> three-man crew, which launched at 04:23 GMT August 29, 1988.	"
940085238,4/25/2016 18:46:50,1968600764,4/25/2016 18:44:06,FALSE,prodege,1,22387641,USA,PA,Jeannette,208.94.42.131,"The three man crew of the Soyuz TM-6 were Vladimir Lyakhov, Valery Polyakov and Momand.",All crew members.,,,"	Along with Commander <b><font color=""purple"">Vladimir Lyakhov</font></b> and Flight Engineer <b><font color=""purple"">Valery Polyakov</font></b>, Momand was part of the <b><font color=""purple"">Soyuz TM-6</font></b> three-man crew, which launched at 04:23 GMT August 29, 1988.	"
940085238,4/25/2016 18:47:42,1968601192,4/25/2016 18:44:01,FALSE,neodev,1,36078437,ITA,16,Florence,151.41.89.219,Vladimir Lyakhov and Valery Polyakov was part of the Soyuz TM-6 .,"Vladimir Lyakhov , Valery Polyakov , Soyuz TM-6 .",,,"	Along with Commander <b><font color=""purple"">Vladimir Lyakhov</font></b> and Flight Engineer <b><font color=""purple"">Valery Polyakov</font></b>, Momand was part of the <b><font color=""purple"">Soyuz TM-6</font></b> three-man crew, which launched at 04:23 GMT August 29, 1988.	"
940085238,4/25/2016 18:54:26,1968604599,4/25/2016 18:54:13,FALSE,tremorgames,1,32635967,LTU,60,Panevezys,78.63.38.165,"selected by, part ofselected by, part ofselected by, part of","selected by, part ofselected by, part of",,,"	Along with Commander <b><font color=""purple"">Vladimir Lyakhov</font></b> and Flight Engineer <b><font color=""purple"">Valery Polyakov</font></b>, Momand was part of the <b><font color=""purple"">Soyuz TM-6</font></b> three-man crew, which launched at 04:23 GMT August 29, 1988.	"
940085238,4/25/2016 18:54:41,1968604775,4/25/2016 18:48:53,FALSE,clixsense,1,32966420,BIH,2,Doboj,31.223.135.198,Mohamed was with Vladimir Lyakhov and Valery Polyakov part of the Soyuz TM-6,Vladimir Lyakhov Valrey Polyakov Soyuz TM-6,,,"	Along with Commander <b><font color=""purple"">Vladimir Lyakhov</font></b> and Flight Engineer <b><font color=""purple"">Valery Polyakov</font></b>, Momand was part of the <b><font color=""purple"">Soyuz TM-6</font></b> three-man crew, which launched at 04:23 GMT August 29, 1988.	"
940085238,4/25/2016 18:56:39,1968605780,4/25/2016 18:50:32,FALSE,instagc,1,31860859,TUR,68,Ankara,88.232.136.110,"Along with Commander Vladimir Lyakhov and Flight Engineer Valery Polyakov, Momand was part of the Soyuz TM-6 three-man crew.",astranaut names and their space ship,,,"	Along with Commander <b><font color=""purple"">Vladimir Lyakhov</font></b> and Flight Engineer <b><font color=""purple"">Valery Polyakov</font></b>, Momand was part of the <b><font color=""purple"">Soyuz TM-6</font></b> three-man crew, which launched at 04:23 GMT August 29, 1988.	"
940085238,4/25/2016 19:01:17,1968608713,4/25/2016 18:54:25,FALSE,clixsense,1,30844171,MYS,14,Kuala Lumpur,183.171.28.64,"vladimir lyakhov, valery poyakov and momand were the soyuz tm-6 crews.",people involve and method of travelling,,,"	Along with Commander <b><font color=""purple"">Vladimir Lyakhov</font></b> and Flight Engineer <b><font color=""purple"">Valery Polyakov</font></b>, Momand was part of the <b><font color=""purple"">Soyuz TM-6</font></b> three-man crew, which launched at 04:23 GMT August 29, 1988.	"
940085238,4/25/2016 19:01:46,1968609054,4/25/2016 18:51:12,FALSE,neodev,1,29879245,RUS,69,Smolensk,95.29.69.62,Momand with Vladimir Lyakhov and Valery Polyakov was part of crew  the Soyuz TM-6.,crew,,,"	Along with Commander <b><font color=""purple"">Vladimir Lyakhov</font></b> and Flight Engineer <b><font color=""purple"">Valery Polyakov</font></b>, Momand was part of the <b><font color=""purple"">Soyuz TM-6</font></b> three-man crew, which launched at 04:23 GMT August 29, 1988.	"
940085238,4/25/2016 19:03:43,1968610547,4/25/2016 18:56:07,FALSE,neodev,1,33270561,IND,19,Bangalore,117.192.225.219,"Commander Vladimir Lyakhov,  Flight Engineer Valery Polyakov and  Momand were  part of the Soyuz TM-6 three-man crew, which was launched at 04:23 GMT August 29, 1988.",Soyuz TM-6,,,"	Along with Commander <b><font color=""purple"">Vladimir Lyakhov</font></b> and Flight Engineer <b><font color=""purple"">Valery Polyakov</font></b>, Momand was part of the <b><font color=""purple"">Soyuz TM-6</font></b> three-man crew, which launched at 04:23 GMT August 29, 1988.	"
940085238,4/25/2016 19:03:46,1968610578,4/25/2016 18:54:21,FALSE,neodev,1,37350464,SVK,4,Nitra,178.18.69.5,Vladimir Lyakhow and Valery Polyakov was part of the Soyuz TM-6.,was part,,,"	Along with Commander <b><font color=""purple"">Vladimir Lyakhov</font></b> and Flight Engineer <b><font color=""purple"">Valery Polyakov</font></b>, Momand was part of the <b><font color=""purple"">Soyuz TM-6</font></b> three-man crew, which launched at 04:23 GMT August 29, 1988.	"
940085238,4/25/2016 19:11:16,1968616719,4/25/2016 18:55:53,FALSE,clixsense,1,35444326,BRA,7,BrasÌÎÌ_ÌÎ_ÌÎÌ___lia,177.15.130.106,"Along with Vladimir Lyakhov and Valery Polyakov, Momand was part of the Soyuz TM-6.","along with, part of",,,"	Along with Commander <b><font color=""purple"">Vladimir Lyakhov</font></b> and Flight Engineer <b><font color=""purple"">Valery Polyakov</font></b>, Momand was part of the <b><font color=""purple"">Soyuz TM-6</font></b> three-man crew, which launched at 04:23 GMT August 29, 1988.	"
940085238,4/25/2016 19:15:41,1968620190,4/25/2016 19:09:26,FALSE,neodev,1,37429375,COL,4,Soledad,186.121.31.67,"Along with Vladimir Lyakhov and Valery Polyakov, Momand was part of the Soyuz TM-6 three-man crew, which launched at 04:23 GMT August 29, 1988.",was part,,,"	Along with Commander <b><font color=""purple"">Vladimir Lyakhov</font></b> and Flight Engineer <b><font color=""purple"">Valery Polyakov</font></b>, Momand was part of the <b><font color=""purple"">Soyuz TM-6</font></b> three-man crew, which launched at 04:23 GMT August 29, 1988.	"
940085238,4/25/2016 19:58:04,1968641454,4/25/2016 19:54:57,FALSE,neodev,1,35550011,VEN,7,Valencia,190.204.238.112,"Along Vladimir Lyakhox and Valery Polyakov, Momand was part of the Soyuz TM-6 crew",Selected,,,"	Along with Commander <b><font color=""purple"">Vladimir Lyakhov</font></b> and Flight Engineer <b><font color=""purple"">Valery Polyakov</font></b>, Momand was part of the <b><font color=""purple"">Soyuz TM-6</font></b> three-man crew, which launched at 04:23 GMT August 29, 1988.	"
940085238,4/25/2016 20:08:10,1968645777,4/25/2016 20:02:47,FALSE,gifthunterclub,1,33274628,GBR,G7,Kingston Upon Thames,77.96.118.137,"Vladimir Lyakhov, Valery Polyakov and Momand were part of the Soyuz TM-6 crew, which launched at 04:23 GMT August 29, 1988.",part of,,,"	Along with Commander <b><font color=""purple"">Vladimir Lyakhov</font></b> and Flight Engineer <b><font color=""purple"">Valery Polyakov</font></b>, Momand was part of the <b><font color=""purple"">Soyuz TM-6</font></b> three-man crew, which launched at 04:23 GMT August 29, 1988.	"
940085238,4/25/2016 20:14:44,1968648822,4/25/2016 19:57:51,FALSE,neodev,1,31810874,SRB,0,Belgrade,178.222.107.195,Vladimir Lyakhov and Valeri Polyakov Soyz TM-6.,Relations selected,,,"	Along with Commander <b><font color=""purple"">Vladimir Lyakhov</font></b> and Flight Engineer <b><font color=""purple"">Valery Polyakov</font></b>, Momand was part of the <b><font color=""purple"">Soyuz TM-6</font></b> three-man crew, which launched at 04:23 GMT August 29, 1988.	"
